NetBuffer3-Host-215,host,10.1.20.215,255.255.255.255,Brown,,,,"DMZ2-Comment 215"
NetBuffer3-Host-216,host,10.1.20.216,255.255.255.255,Brown,,,,"DMZ2-Comment 216"
NetBuffer3-Host-217,host,10.1.20.217,255.255.255.255,Brown,,,,"DMZ2-Comment 217"
NetBuffer3-Host-218,host,10.1.20.218,255.255.255.255,Brown,,,,"DMZ2-Comment 218"
NetBuffer3-Host-219,host,10.1.20.219,255.255.255.255,Brown,,,,"DMZ2-Comment 219"
NetBuffer3-Host-220,host,10.1.20.220,255.255.255.255,Brown,,,,"DMZ2-Comment 220"
NetBuffer3-Host-221,host,10.1.20.221,255.255.255.255,Brown,,,,"DMZ2-Comment 221"
NetBuffer3-Host-222,host,10.1.20.222,255.255.255.255,Brown,,,,"DMZ2-Comment 222"
NetBuffer3-Host-223,host,10.1.20.223,255.255.255.255,Brown,,,,"DMZ2-Comment 223"
NetBuffer3-Host-224,host,10.1.20.224,255.255.255.255,Brown,,,,"DMZ2-Comment 224"
NetBuffer3-Host-225,host,10.1.20.225,255.255.255.255,Brown,,,,"DMZ2-Comment 225"
